0.97,1,136.204400693,[array([126, 467,  79], dtype=int64), array([153, 615,  72], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,251.889118717,[array([120, 471,  74], dtype=int64), array([174, 614,  87], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,369.052363263,[array([ 83, 476,  72], dtype=int64), array([170, 611,  72], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,494.060388408,[array([108, 492, 104], dtype=int64), array([153, 599,  77], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,606.544670622,[array([115, 478,  92], dtype=int64), array([137, 624,  89], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,730.773031477,[array([ 79, 491,  79], dtype=int64), array([164, 623,  65], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,854.17112838,[array([102, 468,  97], dtype=int64), array([165, 600,  91], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,948.069727476,[array([ 97, 494,  85], dtype=int64), array([169, 638, 103], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1067.48148643,[array([110, 457,  87], dtype=int64), array([153, 610, 102], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1176.8025911,[array([126, 467,  95], dtype=int64), array([143, 636,  81], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1287.00785458,[array([111, 473, 100], dtype=int64), array([144, 634,  77], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.96,1,1399.6276845,[array([ 87, 472, 107], dtype=int64), array([188, 612, 101], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1522.10954483,[array([ 78, 483,  83], dtype=int64), array([141, 605,  97], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1637.38988217,[array([ 96, 478,  79], dtype=int64), array([166, 620, 113], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1761.17652392,[array([122, 482, 114], dtype=int64), array([167, 599,  88], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1866.56429551,[array([ 92, 491,  73], dtype=int64), array([174, 624,  94], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,1986.04284544,[array([ 81, 477,  81], dtype=int64), array([151, 614,  98], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.27,1,2385.22191704,[array([110, 465,  73], dtype=int64), array([187, 611,  74], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.8,1,2493.35755281,[array([108, 487,  88], dtype=int64), array([162, 609,  92], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.35,1,2800.5421165,[array([115, 493,  71], dtype=int64), array([186, 625,  73], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.93,1,2901.01071385,[array([ 94, 495,  76], dtype=int64), array([159, 625, 109], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3014.51770637,[array([ 95, 480,  81], dtype=int64), array([173, 635, 105], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.82,1,3138.08563265,[array([114, 466,  95], dtype=int64), array([173, 616, 116], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3265.27708457,[array([130, 478,  91], dtype=int64), array([159, 601,  86], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3388.90132612,[array([115, 472,  69], dtype=int64), array([158, 634,  75], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3497.27730341,[array([ 97, 486,  85], dtype=int64), array([180, 615, 100], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3622.51145477,[array([107, 452,  79], dtype=int64), array([156, 610, 110], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3736.47192794,[array([129, 473,  95], dtype=int64), array([190, 625,  70], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3861.76422839,[array([113, 464,  96], dtype=int64), array([146, 601, 102], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.97,1,3981.90656573,[array([ 84, 483,  77], dtype=int64), array([146, 615,  81], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.92,1,4101.96069815,[array([451, 435, 100], dtype=int64), array([404, 585,  92], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.93,1,4207.94359286,[array([451, 417,  59], dtype=int64), array([428, 572,  80], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.6,1,4302.85228146,[array([444, 410, 101], dtype=int64), array([381, 570, 105], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.93,1,4411.16030131,[array([444, 432,  86], dtype=int64), array([437, 564,  92], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.74,1,4504.38428915,[array([438, 432,  72], dtype=int64), array([393, 560, 109], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.92,1,4600.9262225,[array([481, 427,  70], dtype=int64), array([417, 586, 115], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,4706.51105103,[array([455, 453,  61], dtype=int64), array([426, 579,  85], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,4814.36845477,[array([486, 434,  74], dtype=int64), array([404, 578, 123], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.9,1,4923.81364696,[array([444, 426,  48], dtype=int64), array([383, 581,  94], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,5020.39252436,[array([452, 437,  75], dtype=int64), array([415, 584, 113], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.93,1,5130.17520151,[array([474, 433, 100], dtype=int64), array([426, 562, 103], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.92,1,5228.32788932,[array([475, 443,  64], dtype=int64), array([403, 571, 115], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,5323.13676332,[array([477, 421,  90], dtype=int64), array([380, 566, 101], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.9,1,5414.52813994,[array([450, 410,  81], dtype=int64), array([402, 579, 125], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,5509.43912227,[array([450, 427,  72], dtype=int64), array([409, 584, 122], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.92,1,5613.61391273,[array([454, 453,  57], dtype=int64), array([395, 570,  95], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,5705.671783,[array([483, 443,  68], dtype=int64), array([390, 581, 112], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.93,1,5800.87535368,[array([467, 448,  85], dtype=int64), array([378, 560, 101], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.92,1,5902.08353377,[array([453, 451,  71], dtype=int64), array([408, 555, 115], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.89,1,5978.61666784,[array([468, 452,  97], dtype=int64), array([440, 567, 100], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.84,1,6064.93176989,[array([449, 406,  97], dtype=int64), array([375, 585,  94], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.92,1,6159.76372635,[array([464, 414,  72], dtype=int64), array([396, 587,  80], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.93,1,6264.40861414,[array([465, 418,  86], dtype=int64), array([411, 575,  88], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.93,1,6376.91069152,[array([438, 424,  88], dtype=int64), array([418, 555,  94], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.93,1,6480.40201381,[array([485, 431,  81], dtype=int64), array([427, 580,  96], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.86,1,6571.63792789,[array([444, 445,  91], dtype=int64), array([390, 563, 116], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.92,1,6671.53330757,[array([445, 452, 100], dtype=int64), array([391, 571,  94], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,6770.36706332,[array([436, 425,  55], dtype=int64), array([402, 579,  96], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.89,1,6864.48789806,[array([436, 424,  86], dtype=int64), array([396, 578, 109], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.91,1,6960.36312126,[array([460, 424,  63], dtype=int64), array([401, 573, 118], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer2_VIBE_we_filtered.nii
0.95,1,7066.57670449,[array([472, 415, 106], dtype=int64), array([408, 539,  85], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.97,1,7146.06780764,[array([443, 416, 115], dtype=int64), array([397, 553, 112], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,7232.12783268,[array([485, 428, 100], dtype=int64), array([413, 549,  85], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,7319.48066198,[array([462, 426, 108], dtype=int64), array([402, 542,  94], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
